0	1	date
10.216666666666667	56.15	01/01/1008
-93.61999999999999	42.03472222222222	01/01/1864
-99.8825	16.863611111111112	01/01/1520
-123.82111111111111	46.18888888888888	01/01/1811
-97.75	30.25	01/01/1835
52.650555555555556	31.160833333333333	01/01/1925
-98.4863888888889	45.46472222222223	01/01/1880
73.28	34.22	01/01/1947
-122.27444444444444	37.75611111111111	01/01/1854
-84.39	33.755	01/01/1837
-73.88611111111112	40.83722222222222	01/01/1898
-78.84944444444444	42.90472222222222	01/01/1789
-81.66861111111112	36.21138888888889	01/01/1872
74.61222222222221	42.874722222222225	01/01/1825
67.01	30.12	01/01/1970
-47.882777777777775	-15.793888888888889	01/01/1960
-122.27277777777778	37.87166666666667	01/01/1878
12.568333333333333	55.67611111111111	01/01/1011
-71.11055555555555	42.37361111111111	01/01/1630
-82.98333333333333	39.983333333333334	01/01/1812
-81.66972222222223	41.48222222222223	01/01/1796
30.224166666666665	51.27222222222222	01/01/1193
15.933333333333334	51.266666666666666	01/01/1014
-71.53805555555556	43.20666666666667	01/01/1734
-85.4	44.25	01/01/1974
-92.328597	38.951554	01/01/1816
-92.41666666666667	16.416666666666668	01/01/1824
-87.68472222222222	41.83694444444445	01/01/1780
-119.7538888888889	39.16083333333333	01/01/1858
-84.19166666666668	39.75944444444445	01/01/1796
-104.881105	39.76185	01/01/1858
-71.16666666666667	42.24166666666667	01/01/1635
-90.59083333333332	41.543055555555554	01/01/1836
-83.04583333333333	42.331388888888895	01/01/1701
12.608333333333333	56.03611111111111	01/01/1420
-3.1888888888888887	55.95305555555556	01/01/1007
-120.545	46.996944444444445	01/01/1883
-123.08666666666666	44.051944444444445	01/01/1846
19.4	54.166666666666664	01/01/1237
139.69166666666666	35.68944444444444	01/01/1457
-66.647818	45.957319	01/01/1785
-38.54277777777778	-3.7183333333333333	01/01/1726
-105.07805555555555	40.55916666666666	01/01/1864
-90.53527777777778	14.613333333333333	01/01/1776
18.633333333333333	54.36666666666667	01/01/1010
-2.6666666666666665	43.31666666666667	01/01/1366
-87.34527777777777	41.595555555555556	01/01/1906
18.533333333333335	54.5	01/01/1926
-95.38305555555554	29.762777777777778	01/01/1837
-157.81666666666666	21.3	01/01/1907
-72.28944444444444	43.702222222222225	01/01/1761
-70.07638888888889	41.68611111111111	01/01/1670
76.78	30.73	01/01/1966
77.17222222222223	31.103333333333335	01/01/1956
-79.86666666666666	43.25	01/01/1846
-68.51972222222223	63.74861111111111	01/01/1942
-76.5	42.44333333333333	01/01/1790
73.08333333333333	33.68333333333333	01/01/1960
-90.18472222222222	32.29888888888889	01/01/1821
-78.82318888888888	-33.64513888888889	01/01/1574
70.44777777777779	34.43416666666666	01/01/1570
19.938333333333333	50.061388888888885	01/01/1257
101.68333333333334	3.1333333333333333	01/01/1859
101.78888888888889	2.993055555555556	01/01/1807
67.01	24.860000000000003	01/01/2011
15.566666666666666	54.166666666666664	01/01/1010
-94.57833333333333	39.099722222222226	01/01/1853
-96.68027777777779	40.81055555555555	01/01/1856
-2.9833333333333334	53.4	01/01/1207
-118.25	34.05	01/01/1781
16.160277777777775	51.208333333333336	01/01/1149
-71.67055555555557	44.044999999999995	01/01/1764
-72.58333333333333	42.05	01/01/1644
22.666666666666668	36.916666666666664	01/01/2011
13.234444444444444	-8.838333333333335	01/01/1576
-84.54666666666667	42.73361111111111	01/01/1835
5.933333333333334	51.21666666666667	01/01/1839
72.82583333333334	18.974999999999998	01/01/1507
-64.7713888888889	46.132777777777775	01/01/1733
-2.2333333333333334	53.46666666666667	01/01/1001
-8.008888888888889	31.63	01/01/1062
-88.04305555555555	30.694444444444446	01/01/1702
36.81666666666667	-1.2833333333333332	01/01/1899
35.30333333333333	32.70194444444445	01/01/1885
-77.33333333333333	25.066666666666666	01/01/1695
71.32	34.0	01/01/1947
-86.78333333333333	36.166666666666664	01/01/1779
-75.68333333333334	45.416666666666664	01/01/1826
-1.2577777777777779	51.75194444444445	01/01/1008
10.75	59.95	01/01/1048
-122.68194444444445	45.519999999999996	01/01/1845
-4.142222222222222	50.37138888888889	01/01/1928
16.916666666666668	52.4	01/01/1010
-0.25	52.583333333333336	01/01/1541
72.0	31.0	01/01/1970
-79.97638888888889	40.439722222222215	01/01/1717
-43.19638888888888	-22.90833333333333	01/01/1565
-119.82194444444444	39.52722222222222	01/01/1868
18.06861111111111	59.32944444444445	01/01/1252
18.416666666666668	43.86666666666667	01/01/1461
121.5	31.2	01/01/1057
-90.19777777777779	38.62722222222222	01/01/1764
-118.48138888888889	34.02194444444444	01/01/1769
